rgl_link,rgl_link/_text,rgl_link/_title,rgl_link_numbers,rgi_image,rgi_image/_alt,ilmn_value,ilmn_value_numbers,meta_description,meta_description_dates
"/imgres?imgurl=http://america.aljazeera.com/content/dam/ajam/images/articles_2015/06/Palmyra_20150624.jpg&imgrefurl=http://america.aljazeera.com/articles/2015/8/23/isil-destroys-ancient-temple-in-syrias-palmyra.html&h=913&w=1460&tbnid=zoqEfuJkGlWzxM:&docid=gQPtGKuxqGBuyM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","1460 × 913 - america.aljazeera.com","","1460; 913","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDan_QofEQqjc5OOX6Ab80pG3s9BRUT-r3xI0JEMoB0BRVV-jU","Image result for palmyra","1460 × 913 - america.aljazeera.com","1460; 913","{""cl"":12,""id"":""zoqEfuJkGlWzxM:"",""isu"":""america.aljazeera.com"",""ity"":""jpg"",""oh"":913,""ou"":""http://america.aljazeera.com/content/dam/ajam/images/articles_2015/06/Palmyra_20150624.jpg"",""ow"":1460,""pt"":""ISIL Destroys Ancient Temple in Syria\u0026#39;s Palmyra | Al Jazeera America"",""rid"":""gQPtGKuxqGBuyM"",""ru"":""http://america.aljazeera.com/articles/2015/8/23/isil-destroys-ancient-temple-in-syrias-palmyra.html"",""s"":""Thumbnail image for ISIL destroys ancient shrines in Palmyra"",""th"":177,""tu"":""https://encrypted-tbn0.gstatic.com/images?q\u003dtbn:ANd9GcSDan_QofEQqjc5OOX6Ab80pG3s9BRUT-r3xI0JEMoB0BRVV-jU"",""tw"":284}","1440288000000"
"/imgres?imgurl=http://i.telegraph.co.uk/multimedia/archive/03303/Palmyra2_3303919b.jpg&imgrefurl=http://www.telegraph.co.uk/news/worldnews/islamic-state/11611500/We-must-save-Palmyra-or-the-maniacs-will-raze-civilisation.html&h=387&w=620&tbnid=Jm3HYTodNN7uzM:&docid=o2CgbjdpSEF9JM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","620 × 387 - telegraph.co.uk","","620; 387","https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSxAWgvyJmNAm6XV53Kmrzesvom4B_GJCtqVKj8kyHiGKk2KXVJ","Image result for palmyra","620 × 387 - telegraph.co.uk","620; 387","{""id"":""Jm3HYTodNN7uzM:"",""isu"":""telegraph.co.uk"",""ity"":""jpg"",""oh"":387,""ou"":""http://i.telegraph.co.uk/multimedia/archive/03303/Palmyra2_3303919b.jpg"",""ow"":620,""pt"":""Boris Johnson: Save Palmyra or the Islamic State maniacs will raze ..."",""rid"":""o2CgbjdpSEF9JM"",""ru"":""http://www.telegraph.co.uk/news/worldnews/islamic-state/11611500/We-must-save-Palmyra-or-the-maniacs-will-raze-civilisation.html"",""s"":""Syria\u0026#39;s UNESCO world heritage site of Palmyra is under threat from Islamic State fighters. The city was founded in the second millenium BC, ..."",""th"":177,""tu"":""https://encrypted-tbn3.gstatic.com/images?q\u003dtbn:ANd9GcSxAWgvyJmNAm6XV53Kmrzesvom4B_GJCtqVKj8kyHiGKk2KXVJ"",""tw"":284}",""
"/imgres?imgurl=http://media.gettyimages.com/photos/syria-palmyra-ancient-palmyra-unesco-world-heritage-list-1980-1st2nd-picture-id89163288&imgrefurl=http://www.gettyimages.com/galleries/events/palmyras-archeological-jewels-destroyed-by-is-583380583&h=680&w=1024&tbnid=34SSIPm2P12KTM:&docid=09tTJ590z8HRSM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","1024 × 680 - gettyimages.com","","1024; 680","https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSE8q10XFlZKFVLzNP-OA5_WaPZawoOiteYwz0mpa606YgV29Oz","Image result for palmyra","1024 × 680 - gettyimages.com","1024; 680","{""id"":""34SSIPm2P12KTM:"",""isu"":""gettyimages.com"",""ity"":"""",""oh"":680,""ou"":""http://media.gettyimages.com/photos/syria-palmyra-ancient-palmyra-unesco-world-heritage-list-1980-1st2nd-picture-id89163288"",""ow"":1024,""pt"":""Palmyra\u0026#39;s Archeological Jewels Destroyed By IS | Getty Images"",""rid"":""09tTJ590z8HRSM"",""ru"":""http://www.gettyimages.com/galleries/events/palmyras-archeological-jewels-destroyed-by-is-583380583"",""s"":""Ancient Palmyra. UNESCO World Heritage List, 1980. Necropolis,"",""th"":183,""tu"":""https://encrypted-tbn2.gstatic.com/images?q\u003dtbn:ANd9GcSE8q10XFlZKFVLzNP-OA5_WaPZawoOiteYwz0mpa606YgV29Oz"",""tw"":276}",""
"/imgres?imgurl=http://d1udmfvw0p7cd2.cloudfront.net/wp-content/uploads/2015/05/f-palmyra-b-20150522.jpg&imgrefurl=http://www.japantimes.co.jp/news/2015/05/21/world/syrian-forces-civilians-flee-islamic-state-storms-ancient-city-palmyra/&h=2436&w=3448&tbnid=j_PjHJuw2xEtTM:&docid=h1YIMFlm26MMoM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","3448 × 2436 - japantimes.co.jp","","3448; 2436","https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRqf0YA8qNKuxNEU2UF_uC-Amyy2I5SBd-5WH_SqfKR_02kushw","Image result for palmyra","3448 × 2436 - japantimes.co.jp","3448; 2436","{""cr"":6,""id"":""j_PjHJuw2xEtTM:"",""isu"":""japantimes.co.jp"",""ity"":""jpg"",""oh"":2436,""ou"":""http://d1udmfvw0p7cd2.cloudfront.net/wp-content/uploads/2015/05/f-palmyra-b-20150522.jpg"",""ow"":3448,""pt"":""Syrian forces, civilians flee as Islamic State storms ancient city ..."",""rid"":""h1YIMFlm26MMoM"",""ru"":""http://www.japantimes.co.jp/news/2015/05/21/world/syrian-forces-civilians-flee-islamic-state-storms-ancient-city-palmyra/"",""s"":""Keywords"",""th"":189,""tu"":""https://encrypted-tbn3.gstatic.com/images?q\u003dtbn:ANd9GcRqf0YA8qNKuxNEU2UF_uC-Amyy2I5SBd-5WH_SqfKR_02kushw"",""tw"":267}","1432166400000"
"/imgres?imgurl=http://i.telegraph.co.uk/multimedia/archive/03304/Palmyra_-_Bel_3304123b.jpg&imgrefurl=http://www.telegraph.co.uk/news/worldnews/middleeast/syria/11610213/Isil-fighting-shifts-closer-to-Roman-ruins-of-Palmyra.html&h=387&w=620&tbnid=q_6qD7UBCz--zM:&docid=BDCMGFoV6Ic7uM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","620 × 387 - telegraph.co.uk","","620; 387","https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQlDckLASMiN3b8RQ44pr6OzmReVulVI1vAQjiUU3djgFjvSJwY","Image result for palmyra","620 × 387 - telegraph.co.uk","620; 387","{""id"":""q_6qD7UBCz--zM:"",""isu"":""telegraph.co.uk"",""ity"":""jpg"",""oh"":387,""ou"":""http://i.telegraph.co.uk/multimedia/archive/03304/Palmyra_-_Bel_3304123b.jpg"",""ow"":620,""pt"":""Isil fighting shifts closer to Roman ruins of Palmyra - Telegraph"",""rid"":""BDCMGFoV6Ic7uM"",""ru"":""http://www.telegraph.co.uk/news/worldnews/middleeast/syria/11610213/Isil-fighting-shifts-closer-to-Roman-ruins-of-Palmyra.html"",""s"":""\u0026quot;What is the international community doing? Is it waiting to weep and despair as it did in northern Iraq?\u201d Syrian government antiquities chief Maamoun ..."",""th"":177,""tu"":""https://encrypted-tbn2.gstatic.com/images?q\u003dtbn:ANd9GcQlDckLASMiN3b8RQ44pr6OzmReVulVI1vAQjiUU3djgFjvSJwY"",""tw"":284}",""
"/imgres?imgurl=http://static.euronews.com/articles/312166/1200x630_312166_isil-destroy-ancient-temple-at-palmyra.jpg%253F1440380822&imgrefurl=http://www.euronews.com/2015/08/24/isil-destroy-ancient-temple-at-palmyra/&h=630&w=1200&tbnid=qlp8IqBw5YyShM:&docid=oETeHY2MCMj6HM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","1200 × 630 - euronews.com","","1200; 630","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSC61YHHEvrc_q88DcS5dQilCdZCJCMTrrcYydOMRcW-7bIpCIp","Image result for palmyra","1200 × 630 - euronews.com","1200; 630","{""id"":""qlp8IqBw5YyShM:"",""isu"":""euronews.com"",""ity"":""jpg"",""oh"":630,""ou"":""http://static.euronews.com/articles/312166/1200x630_312166_isil-destroy-ancient-temple-at-palmyra.jpg?1440380822"",""ow"":1200,""pt"":""ISIL destroy ancient temple at Palmyra | euronews, world news"",""rid"":""oETeHY2MCMj6HM"",""ru"":""http://www.euronews.com/2015/08/24/isil-destroy-ancient-temple-at-palmyra/"",""s"":"""",""th"":163,""tu"":""https://encrypted-tbn0.gstatic.com/images?q\u003dtbn:ANd9GcSC61YHHEvrc_q88DcS5dQilCdZCJCMTrrcYydOMRcW-7bIpCIp"",""tw"":310}","1440374400000"
"/imgres?imgurl=http://shoebat.com/wp-content/uploads/2015/05/as3-copy.jpg&imgrefurl=http://shoebat.com/2015/05/21/isis-takes-another-major-biblical-city-palmyra-and-begins-the-slaughter-of-its-citizens-with-rows-of-people-beheaded/&h=1124&w=674&tbnid=CXEL3RFDhLaWWM:&docid=I-ZrC-KMjgslaM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","674 × 1124 - shoebat.com","","674; 1124","https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTKTz8u465Fep6GSNFO3y_qj4j2U3VcpCtuaD9PZO_KCbdP3rtH","Image result for palmyra","674 × 1124 - shoebat.com","674; 1124","{""id"":""CXEL3RFDhLaWWM:"",""isu"":""shoebat.com"",""ity"":""jpg"",""oh"":1124,""ou"":""http://shoebat.com/wp-content/uploads/2015/05/as3-copy.jpg"",""ow"":674,""pt"":""ISIS Takes Another Major Biblical City (Palmyra) And Begins The ..."",""rid"":""I-ZrC-KMjgslaM"",""ru"":""http://shoebat.com/2015/05/21/isis-takes-another-major-biblical-city-palmyra-and-begins-the-slaughter-of-its-citizens-with-rows-of-people-beheaded/"",""s"":""Photo of slaughter in Palmyra/Tadmor"",""th"":290,""tu"":""https://encrypted-tbn3.gstatic.com/images?q\u003dtbn:ANd9GcTKTz8u465Fep6GSNFO3y_qj4j2U3VcpCtuaD9PZO_KCbdP3rtH"",""tw"":174}","1432166400000"
"/imgres?imgurl=http://217.218.67.233/photo/20150525/b7223d43-76ac-4f65-8c86-ff2da511cf97.jpg&imgrefurl=http://www.presstv.com/Detail/2015/05/25/412836/battleforPalmyra-isil-syria&h=366&w=650&tbnid=BFdT82M1rK6ZPM:&docid=iGji5uJBP9-2EM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","650 × 366 - presstv.com","","650; 366","https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSALDZm8KXSbM54_qoMgcENqQJsABimsAOlhaH42bsGV39VtM39Aw","Image result for palmyra","650 × 366 - presstv.com","650; 366","{""id"":""BFdT82M1rK6ZPM:"",""isu"":""presstv.com"",""ity"":""jpg"",""oh"":366,""ou"":""http://217.218.67.233/photo/20150525/b7223d43-76ac-4f65-8c86-ff2da511cf97.jpg"",""ow"":650,""pt"":""PressTV-Syrian army starts battle for Palmyra"",""rid"":""iGji5uJBP9-2EM"",""ru"":""http://www.presstv.com/Detail/2015/05/25/412836/battleforPalmyra-isil-syria"",""s"":""An aerial view taken on January 13, 2009 shows a part of the ancient city"",""th"":168,""tu"":""https://encrypted-tbn3.gstatic.com/images?q\u003dtbn:ANd9GcSALDZm8KXSbM54_qoMgcENqQJsABimsAOlhaH42bsGV39VtM39Aw"",""tw"":299}","1432512000000; 1231804800000"
"/imgres?imgurl=http://3.bp.blogspot.com/-XczY4SHWI-s/VXc6gjZD6vI/AAAAAAAAL7A/vdFqw7lmZXU/s1600/1.jpg&imgrefurl=http://www.verbunkos.org/2015/06/in-occupied-palmyra-ii-looting-and.html&h=1066&w=1600&tbnid=aTuFLN83iNq6-M:&docid=Q1vpPwqSJpGHZM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","1600 × 1066 - verbunkos.org","","1600; 1066","https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTH1ZfdFyMoU3BSmI3qN1XAsmG8oZXrBDpDQqSLW3MxE9SXgwjvSA","Image result for palmyra","1600 × 1066 - verbunkos.org","1600; 1066","{""cl"":6,""cr"":6,""id"":""aTuFLN83iNq6-M:"",""isu"":""verbunkos.org"",""ity"":""jpg"",""oh"":1066,""ou"":""http://3.bp.blogspot.com/-XczY4SHWI-s/VXc6gjZD6vI/AAAAAAAAL7A/vdFqw7lmZXU/s1600/1.jpg"",""ow"":1600,""pt"":""In Occupied Palmyra \u2014 II (Looting and Collecting) | VERBUNKOS ..."",""rid"":""Q1vpPwqSJpGHZM"",""ru"":""http://www.verbunkos.org/2015/06/in-occupied-palmyra-ii-looting-and.html"",""s"":""In Occupied Palmyra \u2014 II (Looting and Collecting)"",""th"":183,""tu"":""https://encrypted-tbn1.gstatic.com/images?q\u003dtbn:ANd9GcTH1ZfdFyMoU3BSmI3qN1XAsmG8oZXrBDpDQqSLW3MxE9SXgwjvSA"",""tw"":275}",""
"/imgres?imgurl=http://1.bp.blogspot.com/-0NYaUdVIEZE/Ve7mVQ1pGtI/AAAAAAABavA/E2Sr27UDCpk/s1600/palmyra.jpg&imgrefurl=http://archaeologynewsnetwork.blogspot.com/2015/09/isis-blows-up-tower-tombs-in-syrias.html&h=912&w=1368&tbnid=cheoIPvQ80jTrM:&docid=nbru0TOhRvYHPM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","1368 × 912 - archaeologynewsnetwork.blogspot.com","","1368; 912","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvpoaT8AYZkZjd-mUnoFxN6xdpjrTgQWYHVgcxNI3iiFnOKXE1Jw","Image result for palmyra","1368 × 912 - archaeologynewsnetwork.blogspot.com","1368; 912","{""id"":""cheoIPvQ80jTrM:"",""isu"":""archaeologynewsnetwork.blogspot.com"",""ity"":""jpg"",""oh"":912,""ou"":""http://1.bp.blogspot.com/-0NYaUdVIEZE/Ve7mVQ1pGtI/AAAAAAABavA/E2Sr27UDCpk/s1600/palmyra.jpg"",""ow"":1368,""pt"":""The Archaeology News Network: ISIS blows up tower tombs in Syria\u0026#39;s ..."",""rid"":""nbru0TOhRvYHPM"",""ru"":""http://archaeologynewsnetwork.blogspot.com/2015/09/isis-blows-up-tower-tombs-in-syrias.html"",""s"":""ISIS blows up tower tombs in Syria\u0026#39;s Palmyra"",""th"":183,""tu"":""https://encrypted-tbn0.gstatic.com/images?q\u003dtbn:ANd9GcTvpoaT8AYZkZjd-mUnoFxN6xdpjrTgQWYHVgcxNI3iiFnOKXE1Jw"",""tw"":275}",""
"/imgres?imgurl=http://www.thetimes.co.uk/tto/multimedia/archive/00963/45a4a5c0-4a8d-11e5-_963859b.jpg&imgrefurl=http://www.thetimes.co.uk/tto/news/world/middleeast/article4537014.ece&h=520&w=780&tbnid=wc-yHijjL491vM:&docid=6T94_8aIfekroM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","780 × 520 - thetimes.co.uk","","780; 520","https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRH8E9rxnWPpiJqMRar58F5LGAeSGtgABW4fqV9d55LqI7W-RLr","Image result for palmyra","780 × 520 - thetimes.co.uk","780; 520","{""cb"":3,""id"":""wc-yHijjL491vM:"",""isu"":""thetimes.co.uk"",""ity"":""jpg"",""oh"":520,""ou"":""http://www.thetimes.co.uk/tto/multimedia/archive/00963/45a4a5c0-4a8d-11e5-_963859b.jpg"",""ow"":780,""pt"":""Isis starts destruction of Palmyra after seizing city secrets ..."",""rid"":""6T94_8aIfekroM"",""ru"":""http://www.thetimes.co.uk/tto/news/world/middleeast/article4537014.ece"",""s"":""Video still of Mass Killings in Palmyra Amphitheatre Islamic State"",""th"":183,""tu"":""https://encrypted-tbn2.gstatic.com/images?q\u003dtbn:ANd9GcRH8E9rxnWPpiJqMRar58F5LGAeSGtgABW4fqV9d55LqI7W-RLr"",""tw"":275}",""
"/imgres?imgurl=http://i.telegraph.co.uk/multimedia/archive/03312/palmyra-islamic-st_3312836b.jpg&imgrefurl=http://www.telegraph.co.uk/news/worldnews/big-question-kcl/11625512/Will-Isil-destroy-the-Palmyra-ruins.html&h=387&w=620&tbnid=av-nABS9O6nj6M:&docid=ybgN858ElB7OUM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","620 × 387 - telegraph.co.uk","","620; 387","https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcR7fLZSbdlF2m40wCEmvVBky8d78Vc14LV8H5rrcq1IWax7kI0GdQ","Image result for palmyra","620 × 387 - telegraph.co.uk","620; 387","{""cb"":6,""cr"":3,""ct"":15,""id"":""av-nABS9O6nj6M:"",""isu"":""telegraph.co.uk"",""ity"":""jpg"",""oh"":387,""ou"":""http://i.telegraph.co.uk/multimedia/archive/03312/palmyra-islamic-st_3312836b.jpg"",""ow"":620,""pt"":""Will Isil destroy the Palmyra ruins? - Telegraph"",""rid"":""ybgN858ElB7OUM"",""ru"":""http://www.telegraph.co.uk/news/worldnews/big-question-kcl/11625512/Will-Isil-destroy-the-Palmyra-ruins.html"",""s"":""What we have learned about Islamic State after its victories in Ramadi and Palmyra"",""th"":177,""tu"":""https://encrypted-tbn3.gstatic.com/images?q\u003dtbn:ANd9GcR7fLZSbdlF2m40wCEmvVBky8d78Vc14LV8H5rrcq1IWax7kI0GdQ"",""tw"":284}",""
"/imgres?imgurl=http://i.dailymail.co.uk/i/pix/2015/07/04/17/2A3B4D7E00000578-0-image-a-2_1436028168010.jpg&imgrefurl=http://www.dailymail.co.uk/news/article-3149469/Slaughter-amphitheatre-ISIS-executioners-brutally-shoot-dead-25-Syrian-regime-soldiers-bloodthirsty-crowds-ancient-Palmyra-ruin.html&h=343&w=634&tbnid=Jd7opgKjQfOPKM:&docid=lqDbgUpa9xHxaM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","634 × 343 - dailymail.co.uk","","634; 343","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3XpDtwSoHqtRoIgxOu_U0dtPrE1OZdZmT-a1inveVjjGWwHiAUw","Image result for palmyra","634 × 343 - dailymail.co.uk","634; 343","{""id"":""Jd7opgKjQfOPKM:"",""isu"":""dailymail.co.uk"",""ity"":""jpg"",""oh"":343,""ou"":""http://i.dailymail.co.uk/i/pix/2015/07/04/17/2A3B4D7E00000578-0-image-a-2_1436028168010.jpg"",""ow"":634,""pt"":""ISIS executioners kill 25 Syrian regime soldiers in front of ..."",""rid"":""lqDbgUpa9xHxaM"",""ru"":""http://www.dailymail.co.uk/news/article-3149469/Slaughter-amphitheatre-ISIS-executioners-brutally-shoot-dead-25-Syrian-regime-soldiers-bloodthirsty-crowds-ancient-Palmyra-ruin.html"",""s"":""Stage set: ISIS lined the condemned regime soldiers up on the stage of the ancient"",""th"":165,""tu"":""https://encrypted-tbn0.gstatic.com/images?q\u003dtbn:ANd9GcT3XpDtwSoHqtRoIgxOu_U0dtPrE1OZdZmT-a1inveVjjGWwHiAUw"",""tw"":305}","1435968000000"
"/imgres?imgurl=http://www.middleeasteye.net/sites/default/files/Palmyra-JW18.jpg%253Fslideshow%253Dtrue%2526slideshowAuto%253Dfalse%2526slideshowSpeed%253D4000%2526speed%253D350%2526transition%253Delastic&imgrefurl=http://www.middleeasteye.net/multimedia/photo-galleries/palmyra-islamic-state-destruction-2142271312&h=1312&w=2000&tbnid=VVJpJ3B7tuD77M:&docid=3hafgTkQ3fKkdM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","2000 × 1312 - middleeasteye.net","","2000; 1312","https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSIKph1Q6FDF4hicx6Ryf_A6CJeLwf0KqQpbBHFzNZU1rV7YVyy","Image result for palmyra","2000 × 1312 - middleeasteye.net","2000; 1312","{""cr"":6,""id"":""VVJpJ3B7tuD77M:"",""isu"":""middleeasteye.net"",""ity"":""jpg"",""oh"":1312,""ou"":""http://www.middleeasteye.net/sites/default/files/Palmyra-JW18.jpg?slideshow\u003dtrue\u0026slideshowAuto\u003dfalse\u0026slideshowSpeed\u003d4000\u0026speed\u003d350\u0026transition\u003delastic"",""ow"":2000,""pt"":""IN PICTURES: Palmyra before Islamic State destruction | Middle ..."",""rid"":""3hafgTkQ3fKkdM"",""ru"":""http://www.middleeasteye.net/multimedia/photo-galleries/palmyra-islamic-state-destruction-2142271312"",""s"":""IN PICTURES: Palmyra before Islamic State destruction"",""th"":182,""tu"":""https://encrypted-tbn1.gstatic.com/images?q\u003dtbn:ANd9GcSIKph1Q6FDF4hicx6Ryf_A6CJeLwf0KqQpbBHFzNZU1rV7YVyy"",""tw"":277}",""
"/imgres?imgurl=http://i.telegraph.co.uk/multimedia/archive/03362/Palmyra-hammer_3362422b.jpg&imgrefurl=http://www.telegraph.co.uk/news/worldnews/islamic-state/11714448/Islamic-State-takes-sledgehammer-to-irreplaceable-ancient-Palmyra-ruins.html&h=387&w=620&tbnid=QI-C2HmfSnXwvM:&docid=R7aWl_g_kKu4tM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","620 × 387 - telegraph.co.uk","","620; 387","https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRdvF0MloYwiFT8COu_wurn58PzPy5Z-1jH_W8JTmy9IU05h85z","Image result for palmyra","620 × 387 - telegraph.co.uk","620; 387","{""id"":""QI-C2HmfSnXwvM:"",""isu"":""telegraph.co.uk"",""ity"":""jpg"",""oh"":387,""ou"":""http://i.telegraph.co.uk/multimedia/archive/03362/Palmyra-hammer_3362422b.jpg"",""ow"":620,""pt"":""Islamic State takes sledgehammer to \u0026#39;irreplaceable\u0026#39; ancient ..."",""rid"":""R7aWl_g_kKu4tM"",""ru"":""http://www.telegraph.co.uk/news/worldnews/islamic-state/11714448/Islamic-State-takes-sledgehammer-to-irreplaceable-ancient-Palmyra-ruins.html"",""s"":""ISIS militants use heavy duty sledgehammers to destroy the historic statues in front of a large"",""th"":177,""tu"":""https://encrypted-tbn2.gstatic.com/images?q\u003dtbn:ANd9GcRdvF0MloYwiFT8COu_wurn58PzPy5Z-1jH_W8JTmy9IU05h85z"",""tw"":284}",""
"/imgres?imgurl=http://i.telegraph.co.uk/multimedia/archive/03304/Palmyra_-_tanks_3304130k.jpg&imgrefurl=http://www.telegraph.co.uk/news/worldnews/islamic-state/11605358/Ancient-oasis-city-of-Palmyra-under-threat-from-Islamic-State-in-pictures.html?frame%3D3304130&h=536&w=858&tbnid=ooKNOL8ME3iCzM:&docid=tSzjcLgOxjgpaM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","858 × 536 - telegraph.co.uk","","858; 536","https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTZLN3fRvcPBfNgy072lHHzuhRIuDusLiaKgvGx7wd8eYYGvr3fow","Image result for palmyra","858 × 536 - telegraph.co.uk","858; 536","{""ct"":15,""id"":""ooKNOL8ME3iCzM:"",""isu"":""telegraph.co.uk"",""ity"":""jpg"",""oh"":536,""ou"":""http://i.telegraph.co.uk/multimedia/archive/03304/Palmyra_-_tanks_3304130k.jpg"",""ow"":858,""pt"":""Ancient oasis city of Palmyra under threat from Islamic State: in ..."",""rid"":""tSzjcLgOxjgpaM"",""ru"":""http://www.telegraph.co.uk/news/worldnews/islamic-state/11605358/Ancient-oasis-city-of-Palmyra-under-threat-from-Islamic-State-in-pictures.html?frame\u003d3304130"",""s"":""Tanks belonging to Syrian government forces are positioned near the Jazel oil field, near the ancient city of Palmyra in the east of Homs province after ..."",""th"":177,""tu"":""https://encrypted-tbn1.gstatic.com/images?q\u003dtbn:ANd9GcTZLN3fRvcPBfNgy072lHHzuhRIuDusLiaKgvGx7wd8eYYGvr3fow"",""tw"":284}",""
"/imgres?imgurl=http://i.telegraph.co.uk/multimedia/archive/03365/palmyra-isis-1_3365173b.jpg&imgrefurl=http://www.telegraph.co.uk/news/worldnews/islamic-state/11718341/Islamic-State-carry-out-mass-execution-inside-Palmyra-ruins.html&h=387&w=620&tbnid=u2o9CMx5HgJVGM:&docid=itGuA-SVydsInM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","620 × 387 - telegraph.co.uk","","620; 387","https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSwTyJldTzwJTkWUdHxXqwUVPmwva2kukLQmlIPu76XfvafEDIX","Image result for palmyra","620 × 387 - telegraph.co.uk","620; 387","{""id"":""u2o9CMx5HgJVGM:"",""isu"":""telegraph.co.uk"",""ity"":""jpg"",""oh"":387,""ou"":""http://i.telegraph.co.uk/multimedia/archive/03365/palmyra-isis-1_3365173b.jpg"",""ow"":620,""pt"":""Islamic State jihadists execute dozens amid Palmyra ruins - Telegraph"",""rid"":""itGuA-SVydsInM"",""ru"":""http://www.telegraph.co.uk/news/worldnews/islamic-state/11718341/Islamic-State-carry-out-mass-execution-inside-Palmyra-ruins.html"",""s"":""25 Syrian government soldiers kneel in the ancient amphitheatre in the city of Palmyra ahead of being executed by children (AFP/Getty)"",""th"":177,""tu"":""https://encrypted-tbn1.gstatic.com/images?q\u003dtbn:ANd9GcSwTyJldTzwJTkWUdHxXqwUVPmwva2kukLQmlIPu76XfvafEDIX"",""tw"":284}",""
"/imgres?imgurl=http://www.aljazeera.com/mritems/imagecache/mbdxxlarge/mritems/Images/2015/8/30/9f601298d941449097ce2c147eac41e4_18.jpg&imgrefurl=http://www.aljazeera.com/news/2015/08/isil-blows-part-bel-temple-syria-palmyra-150830195420900.html&h=450&w=800&tbnid=9YAByNI9cy9UWM:&docid=YbweXCaDc-kriM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","800 × 450 - aljazeera.com","","800; 450","https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT8VbExvLEr0tOaNZJoyUA3JyEhRw_ymvSdSDttIVnEntYHdA2PgQ","Image result for palmyra","800 × 450 - aljazeera.com","800; 450","{""id"":""9YAByNI9cy9UWM:"",""isu"":""aljazeera.com"",""ity"":""jpg"",""oh"":450,""ou"":""http://www.aljazeera.com/mritems/imagecache/mbdxxlarge/mritems/Images/2015/8/30/9f601298d941449097ce2c147eac41e4_18.jpg"",""ow"":800,""pt"":""ISIL blows up part of main temple in Syria\u0026#39;s Palmyra - Al Jazeera ..."",""rid"":""YbweXCaDc-kriM"",""ru"":""http://www.aljazeera.com/news/2015/08/isil-blows-part-bel-temple-syria-palmyra-150830195420900.html"",""s"":""The Temple of Bel was regarded as one of the most significant structures in Palmyra [Reuters]"",""th"":168,""tu"":""https://encrypted-tbn1.gstatic.com/images?q\u003dtbn:ANd9GcT8VbExvLEr0tOaNZJoyUA3JyEhRw_ymvSdSDttIVnEntYHdA2PgQ"",""tw"":300}","1440892800000"
