unique_number,id_no,rev_bis,url,index,name_en,name_fr,short_description_en,short_description_fr,justification_en,justification_fr,date_inscribed,secondary_dates,danger_start,danger_end,longitude,latitude,area_hectares,category,category_short,states_name_fr,region_name_en,name_fr,iso_code,states_name_en,,udnp_code
840,710,,,23,Bagrati Cathedral and Gelati Monastery,Cathédrale de Bagrati et monastère de Ghélati,"The construction of Bagrati Cathedral, named after Bagrat III, the first king of united Georgia, started at the end of the 10th century and was completed in the early years of the 11th century. Although partly destroyed by the Turks in 1691, its ruins still lie in the centre of Kutaisi. The Gelati Monastery, whose main buildings were erected between the 12th and 17th centuries, is a well-preserved complex, with wonderful mosaics and wall paintings. The cathedral and monastery represent the flowering of medieval architecture in Georgia.","<p>La cathédrale de Bagrati, du nom de Bagrat III, premier roi de la Géorgie unifiée, fut construite à la fin du X<sup>e</sup> et au début du XI<sup>e</sup> siècle. Elle fut détruite en partie par les Turcs en 1691. Ses ruines s'élèvent au centre de la ville de Kutaïsi. Le monastère de Ghélati, dont les principaux bâtiments furent édifiés du XII<sup>e</sup> au XVII<sup>e</sup> siècle, est un ensemble bien préservé, riche de mosaïques et de peintures murales. La cathédrale et le monastère représentent l'épanouissement de l'architecture médiévale de Géorgie.</p>",,,1994,,2010,2016,42.71639,42.26222,7.87,Cultural,C,Géorgie,Europe and North America,Europe et Amérique du nord,ge,Georgia,,geo
1628,292,Bis,,24,Cologne Cathedral,Cathédrale de Cologne,"Begun in 1248, the construction of this Gothic masterpiece took place in several stages and was not completed until 1880. Over seven centuries, successive builders were inspired by the same faith and a spirit of absolute fidelity to the original plans. Apart from its exceptional intrinsic value and the artistic masterpieces it contains, Cologne Cathedral testifies to the enduring strength of European Christianity.","<p>Commenc&eacute;e en 1248, la construction de ce chef-d'&oelig;uvre de l'art gothique se fit par &eacute;tapes et s'acheva en 1880. Au cours de ces sept si&egrave;cles, ses b&acirc;tisseurs successifs furent anim&eacute;s de la m&ecirc;me foi et d'un esprit de fid&eacute;lit&eacute; absolue aux plans d'origine. Outre son exceptionnelle valeur intrins&egrave;que et les chefs-d'&oelig;uvre qu'elle rec&egrave;le, la cath&eacute;drale de Cologne t&eacute;moigne de la force et de la persistance de la foi chr&eacute;tienne en Europe.</p>","<p>The Committee decided to inscribe the nominated property on the basis of cultural <em>criteria (i), (ii) and (iv)</em> considering that the monument is of outstanding universal value being an exceptional work of human creative genius, constructed over more than six centuries and a powerful testimony to the strength and persistence of Christian belief in medieval and modern Europe.</p>","<p>Le Comit&eacute; a d&eacute;cid&eacute; d'inscrire le bien propos&eacute; sur la base des <em>crit&egrave;res culturels (i), (ii) et (iv)</em>, consid&eacute;rant que le monument poss&egrave;de une valeur universelle exceptionnelle car c'est un exemple exceptionnel du g&eacute;nie cr&eacute;ateur de l'homme. Construit sur une p&eacute;riode qui couvre plus de six si&egrave;cles, il constitue un puissant t&eacute;moignage de la force et de la persistance de la foi chr&eacute;tienne en Europe depuis le Moyen Age jusqu'&agrave; la p&eacute;riode contemporaine.</p>",1996,,2004,2006,6.957222222,50.94111111,,Cultural,C,Allemagne,Europe and North America,Europe et Amérique du nord,de,Germany,,deu
173,155,-257,,25,Mount Nimba Strict Nature Reserve,Réserve naturelle intégrale du mont Nimba,"Located on the borders of Guinea, Liberia and C&ocirc;te d&rsquo;Ivoire, Mount Nimba rises above the surrounding savannah. Its slopes are covered by dense forest at the foot of grassy mountain pastures. They harbour an especially rich flora and fauna, with endemic species such as the viviparous toad and chimpanzees that use stones as tools.","<p>Situ&eacute; aux confins de la Guin&eacute;e, du Liberia et de la C&ocirc;te d&rsquo;Ivoire, le mont Nimba domine les savanes environnantes. Ses pentes, couvertes d&rsquo;une for&ecirc;t dense au pied d&rsquo;alpages de gramin&eacute;es, rec&egrave;lent une flore et une faune particuli&egrave;rement riches, avec des esp&egrave;ces end&eacute;miques comme le crapaud vivipare ou les chimpanz&eacute;s qui se servent de pierres comme d&rsquo;outils.</p>",,,1981,1982,1992,2016,-8.39097,7.60318,18000,Natural,N,"Côte d'Ivoire,Guinée",Africa,Afrique,ci,Guinea,,civ
217,196,,,26,Río Plátano Biosphere Reserve,Réserve de la biosphère Río Plátano,"Located on the watershed of the R&iacute;o Pl&aacute;tano, the reserve is one of the few remains of a tropical rainforest in Central America and has an abundant and varied plant and wildlife. In its mountainous landscape sloping down to the Caribbean coast, over 2,000 indigenous people have preserved their traditional way of life.","<p>Situ&eacute;e dans le bassin versant du R&iacute;o Platano, la r&eacute;serve abrite l'un des rares vestiges de la for&ecirc;t tropicale humide d'Am&eacute;rique centrale. Sa faune et sa flore sont abondantes et vari&eacute;es. Dans un paysage montagneux qui descend jusqu'&agrave; la c&ocirc;te des Cara&iuml;bes, plus de 2 000 indig&egrave;nes ont conserv&eacute; leur mode de vie traditionnel.</p>",,,1982,,1996,2007,-84.675,15.74444444,350000,Natural,N,Honduras,Latin America and the Caribbean,Amérique latine et Caraïbes,hn,Honduras,,hnd
217,196,,,26,Río Plátano Biosphere Reserve,Réserve de la biosphère Río Plátano,"Located on the watershed of the R&iacute;o Pl&aacute;tano, the reserve is one of the few remains of a tropical rainforest in Central America and has an abundant and varied plant and wildlife. In its mountainous landscape sloping down to the Caribbean coast, over 2,000 indigenous people have preserved their traditional way of life.","<p>Situ&eacute;e dans le bassin versant du R&iacute;o Platano, la r&eacute;serve abrite l'un des rares vestiges de la for&ecirc;t tropicale humide d'Am&eacute;rique centrale. Sa faune et sa flore sont abondantes et vari&eacute;es. Dans un paysage montagneux qui descend jusqu'&agrave; la c&ocirc;te des Cara&iuml;bes, plus de 2 000 indig&egrave;nes ont conserv&eacute; leur mode de vie traditionnel.</p>",,,1982,,2011,2016,-84.675,15.74444444,350000,Natural,N,Honduras,Latin America and the Caribbean,Amérique latine et Caraïbes,hn,Honduras,,hnd
385,338,,,27,Manas Wildlife Sanctuary,Sanctuaire de faune de Manas,"On a gentle slope in the foothills of the Himalayas, where wooded hills give way to alluvial grasslands and tropical forests, the Manas sanctuary is home to a great variety of wildlife, including many endangered species, such as the tiger, pygmy hog, Indian rhinoceros and Indian elephant.","<p>Dans une zone des contreforts de l'Himalaya où alternent collines boisées, prairies alluviales et forêts tropicales, le sanctuaire de Manas abrite une faune d'une extrême richesse qui comprend de nombreuses espèces menacées, comme le tigre, le sanglier nain, ainsi que le rhinocéros et l'éléphant indiens.</p>",,,1985,,1992,2011,91.03055556,26.725,39100,Natural,N,Inde,Asia and the Pacific,Asie et pacifique,in,India,,ind
1932,241,Bis,,28,Group of Monuments at Hampi,Ensemble monumental de Hampi,"The austere, grandiose site of Hampi was the last capital of the last great Hindu Kingdom of Vijayanagar. Its fabulously rich princes built Dravidian temples and palaces which won the admiration of travellers between the 14th and 16th centuries. Conquered by the Deccan Muslim confederacy in 1565, the city was pillaged over a period of six months before being abandoned.","<p>Hampi est le site, aust&egrave;re et grandiose, de la derni&egrave;re capitale du dernier grand royaume hindou de Vijayanagar, dont les princes extr&ecirc;mement riches firent &eacute;difier des temples dravidiens et des palais qui firent l'admiration des voyageurs entre le XIV<sup>e</sup> et le XVI<sup>e</sup> si&egrave;cle. Conquise par la Conf&eacute;d&eacute;ration islamique du Deccan en 1565, la ville fut livr&eacute;e au pillage pendant six mois, puis abandonn&eacute;e.</p>",,,1986,,1999,2006,76.47167,15.31444,4187.24,Cultural,C,Inde,Asia and the Pacific,Asie et pacifique,in,India,,ind
1310,1130,,,29,Ashur (Qal'at Sherqat),Assour (Qal'at Cherqat),"The ancient city of Ashur is located on the Tigris River in northern Mesopotamia in a specific geo-ecological zone, at the borderline between rain-fed and irrigation agriculture. The city dates back to the 3rd millennium BC. From the 14th to the 9th centuries BC it was the first capital of the Assyrian Empire, a city-state and trading platform of international importance. It also served as the religious capital of the Assyrians, associated with the god Ashur. The city was destroyed by the Babylonians, but revived during the Parthian period in the 1st and 2nd centuries AD.","<p>La cit&eacute; antique d&rsquo;Assour se trouve sur les rives du Tigre, dans le nord de la M&eacute;sopotamie, dans une zone g&eacute;o-&eacute;cologique particuli&egrave;re, &agrave; la fronti&egrave;re s&eacute;parant l&rsquo;agriculture avec syst&egrave;me d&rsquo;irrigation de celle qui n&rsquo;en poss&egrave;de pas. La ville est n&eacute;e au troisi&egrave;me mill&eacute;naire avant J.-C.&nbsp;Du XIV<sup>e</sup> au IX<sup>e</sup> &nbsp;si&egrave;cle avant&nbsp;J.-C., en tant que premi&egrave;re capitale de l&rsquo;Empire assyrien, elle fut une ville-&Eacute;tat et un carrefour commercial international. Elle fut aussi la capitale religieuse des Assyriens, associ&eacute;e au dieu Assour. La ville fut d&eacute;truite par les Babyloniens mais renaquit de ses cendres &agrave; l'&eacute;poque parthe, aux I<sup><sup>e</sup> r</sup> et II<sup>e</sup> &nbsp;si&egrave;cles.</p>","<p>Criterion iii: Founded in the 3rd millennium BCE, the most important role of Ashur was from the 14th to 9th century BCE when it was the first capital of the Assyrian empire. Ashur was also the religious capital of Assyrians, and the place for crowning and burial of its kings. Criterion iv: The excavated remains of the public and residential buildings of Ashur provide an outstanding record of the evolution of building practice from the Sumerian and Akkadian period through the Assyrian empire, as well as including the short revival during the Parthian period.</p>","<p>Crit&egrave;re iii : Fond&eacute;e au troisi&egrave;me mill&eacute;naire avant J.-C., la p&eacute;riode faste d&rsquo;Assur va du XIXe au IXe si&egrave;cle avant J.-C., p&eacute;riode pendant laquelle elle fut la premi&egrave;re capitale de l&rsquo;empire Assyrien. Assur fut &eacute;galement la capitale religieuse des Assyriens, et le lieu de couronnement et d&rsquo;enterrement de leurs rois. Crit&egrave;re iv : Les vestiges mis au jour des &eacute;difices publics et r&eacute;sidentiels d&rsquo;Assur offrent un t&eacute;moignage exceptionnel de l&rsquo;&eacute;volution des pratiques de construction, de la p&eacute;riode sum&eacute;rienne et akkadienne &agrave; l&rsquo;empire assyrien, ainsi que pendant le bref r&eacute;veil observ&eacute; pendant la p&eacute;riode parthe.</p>",2003,,2003,2016,43.25972,35.45889,70,Cultural,C,Iraq,Arab States,États arabes,iq,Iraq,,irq
1456,276,rev,,30,Samarra Archaeological City,Ville archéologique de Samarra,"Samarra Archaeological City is the site of a powerful Islamic capital city that ruled over the provinces of the Abbasid Empire extending from Tunisia to Central Asia for a century. Located on both sides of the River Tigris 130 km north of Baghdad, the length of the site from north to south is 41.5 km; its width varying from 8 km to 4 km. It testifies to the architectural and artistic innovations that developed there and spread to the other regions of the Islamic world and beyond. The 9th-century Great Mosque and its spiral minaret are among the numerous remarkable architectural monuments of the site, 80% of which remain to be excavated.","<p>Si&egrave;ge d&rsquo;une puissante capitale islamique qui r&eacute;gna sur les provinces de l&rsquo;Empire abbasside, qui s&rsquo;&eacute;tendit pendant un si&egrave;cle de la Tunisie &agrave; l&rsquo;Asie centrale, la ville est situ&eacute;e sur les berges du Tigre, &agrave; 130 km au nord de Bagdad. Elle s&rsquo;&eacute;tend sur 41,5 km du nord au sud pour une largeur qui varie entre 4 et 8 km. Elle t&eacute;moigne d&rsquo;innovations architecturales et artistiques qui se sont d&eacute;velopp&eacute;es ici et se sont r&eacute;pandues dans les autres r&eacute;gions du monde islamique et au-del&agrave;. La Grande Mosqu&eacute;e et son minaret en spirale, datant du IXe si&egrave;cle, est l&rsquo;un des nombreux monuments remarquables du site ; 80 % de la ville reste &agrave; mettre au jour.</p>",,,2007,,2007,2016,43.82354306,34.34098944,15058,Cultural,C,Iraq,Arab States,États arabes,iq,Iraq,,irq
165,148,Rev,,31,Old City of Jerusalem and its Walls,Vieille ville de Jérusalem et ses remparts,"As a holy city for Judaism, Christianity and Islam, Jerusalem has always been of great symbolic importance. Among its 220 historic monuments, the Dome of the Rock stands out: built in the 7th century, it is decorated with beautiful geometric and floral motifs. It is recognized by all three religions as the site of Abraham's sacrifice. The Wailing Wall delimits the quarters of the different religious communities, while the Resurrection rotunda in the Church of the Holy Sepulchre houses Christ's tomb.","<p>Ville sainte du juda&iuml;sme, du christianisme et de l'islam, J&eacute;rusalem a toujours eu une valeur symbolique. Parmi ses 220 monuments historiques, se d&eacute;tache le formidable D&ocirc;me du Rocher, construit au VII<sup>e</sup> si&egrave;cle et d&eacute;cor&eacute; de beaux motifs g&eacute;om&eacute;triques et floraux. Il est reconnu par les trois religions comme le lieu du sacrifice d'Abraham. Le mur des Lamentations sert de limite aux quartiers des diff&eacute;rentes communaut&eacute;s religieuses, tandis que la Rotonde de la R&eacute;surrection abrite le tombeau du Christ.</p>",,,1981,,1982,2016,35.21666667,31.78333333,0,Cultural,C,Jérusalem (site proposé par la Jordanie),Arab States,États arabes,,Jerusalem,,
131,119,rev,,32,Timbuktu,Tombouctou,"Home of the prestigious Koranic Sankore University and other <em>madrasas</em>, Timbuktu was an intellectual and spiritual capital and a centre for the propagation of Islam throughout Africa in the 15th and 16th centuries. Its three great mosques, Djingareyber, Sankore and Sidi Yahia, recall Timbuktu's golden age. Although continuously restored, these monuments are today under threat from desertification.","<p>Dot&eacute;e de la prestigieuse universit&eacute; coranique de Sankor&eacute; et d'autres medersa, Tombouctou &eacute;tait aux XV<sup>e</sup> et XVI<sup>e</sup> si&egrave;cles une capitale intellectuelle et spirituelle et un centre de propagation de l'islam en Afrique. Ses trois grandes mosqu&eacute;es (Djingareyber, Sankor&eacute; et Sidi Yahia) t&eacute;moignent de son &acirc;ge d'or. Bien que restaur&eacute;s au XVI<sup>e</sup> si&egrave;cle, ces monuments sont aujourd'hui menac&eacute;s par l'avanc&eacute;e du sable.</p>",,,1988,,1990,2005,-2.999444444,16.77333333,0,Cultural,C,Mali,Africa,Afrique,ml,Mali,,mli
131,119,rev,,32,Timbuktu,Tombouctou,"Home of the prestigious Koranic Sankore University and other <em>madrasas</em>, Timbuktu was an intellectual and spiritual capital and a centre for the propagation of Islam throughout Africa in the 15th and 16th centuries. Its three great mosques, Djingareyber, Sankore and Sidi Yahia, recall Timbuktu's golden age. Although continuously restored, these monuments are today under threat from desertification.","<p>Dot&eacute;e de la prestigieuse universit&eacute; coranique de Sankor&eacute; et d'autres medersa, Tombouctou &eacute;tait aux XV<sup>e</sup> et XVI<sup>e</sup> si&egrave;cles une capitale intellectuelle et spirituelle et un centre de propagation de l'islam en Afrique. Ses trois grandes mosqu&eacute;es (Djingareyber, Sankor&eacute; et Sidi Yahia) t&eacute;moignent de son &acirc;ge d'or. Bien que restaur&eacute;s au XVI<sup>e</sup> si&egrave;cle, ces monuments sont aujourd'hui menac&eacute;s par l'avanc&eacute;e du sable.</p>",,,1988,,2012,2016,-2.999444444,16.77333333,0,Cultural,C,Mali,Africa,Afrique,ml,Mali,,mli
1320,1139,,,33,Tomb of Askia,Tombeau des Askia,"The dramatic 17-m pyramidal structure of the Tomb of Askia was built by Askia Mohamed, the Emperor of Songhai, in 1495 in his capital Gao. It bears testimony to the power and riches of the empire that flourished in the 15th and 16th centuries through its control of the trans-Saharan trade, notably in salt and gold. It is also a fine example of the monumental mud-building traditions of the West African Sahel. The complex, including the pyramidal tomb, two flat-roofed mosque buildings, the mosque cemetery and the open-air assembly ground, was built when Gao became the capital of the Songhai Empire and after Askia Mohamed had returned from Mecca and made Islam the official religion of the empire.","<p>La spectaculaire structure pyramidale du tombeau des Askia, &eacute;difi&eacute;e par Askia Mohamed, Empereur du Songha&iuml;, en 1495 dans sa capitale Gao, t&eacute;moigne de la puissance et de la richesse de l&rsquo;empire qui s&rsquo;&eacute;panouit aux XVe et XVIe si&egrave;cles gr&acirc;ce au contr&ocirc;le du commerce transsaharien, notamment du sel et de l&rsquo;or. L&rsquo;ensemble, y compris la tombe pyramidale, les deux mosqu&eacute;es &agrave; toit plat, le cimeti&egrave;re de la mosqu&eacute;e et l&rsquo;espace des assembl&eacute;es en plein air, fut &eacute;difi&eacute; lorsque Gao devint la capitale de l&rsquo;Empire songha&iuml; et apr&egrave;s qu&rsquo;Askia Mohamed eut fait de l&rsquo;islam la religion officielle de l&rsquo;Empire &agrave; son retour de La Mecque.</p>",,,2004,,2012,2016,-0.04456,16.2898,4.24,Cultural,C,Mali,Africa,Afrique,ml,Mali,,mli
137,125,,,34,Natural and Culturo-Historical Region of Kotor,Contrée naturelle et culturo-historique de Kotor,"In the Middle Ages, this natural harbour on the Adriatic coast in Montenegro was an important artistic and commercial centre with its own famous schools of masonry and iconography. A large number of the monuments (including four Romanesque churches and the town walls) were seriously damaged by the 1979 earthquake but the town has been restored, largely with UNESCO’s help.","<p>Ce port naturel monténégrin sur la côte adriatique était un important centre de commerce et d’art qui comptait de célèbres écoles de maçonnerie et de peinture sur icônes au Moyen Âge. Un grand nombre de ses monuments, dont quatre églises romanes et les remparts de la ville, ont été gravement endommagés par un tremblement de terre en 1979, mais la ville a été restaurée, essentiellement grâce à l’aide de l’UNESCO.</p>",,,1979,,1979,2003,18.7,42.48333,12000,Cultural,C,Monténégro,Europe and North America,Europe et Amérique du nord,me,Montenegro,,mne
1448,121,bis,,35,Kathmandu Valley ,Vallée de Kathmandu,"The cultural heritage of the Kathmandu Valley is illustrated by seven groups of monuments and buildings which display the full range of historic and artistic achievements for which the Kathmandu Valley is world famous. The seven include the Durbar Squares of Hanuman Dhoka (Kathmandu), Patan and Bhaktapur, the Buddhist stupas of Swayambhu and Bauddhanath and the Hindu temples of Pashupati and Changu Narayan.","<p>Le patrimoine culturel de la Vall&eacute;e de Kathmandu est illustr&eacute; par sept ensembles de monuments et constructions, couvrant l&rsquo;&eacute;ventail complet des r&eacute;alisations historiques et artistiques qui ont rendu la Vall&eacute;e de Kathmandu mondialement c&eacute;l&egrave;bre. Ces sept ensembles comprennent les places Durbar de Hanuman Dhoka (Kathmandu), Patan et Bhaktapur, les stupas bouddhistes de Swayambhu et Bauddhanath ainsi que les temples hindous de Pashupati et de Changu Narayan.</p>",,,1979,,2003,2007,85.30858,27.70395,167.37,Cultural,C,Népal,Asia and the Pacific,Asie et pacifique,np,Nepal,,npl
678,573,,,36,Air and Ténéré Natural Reserves,Réserves naturelles de l'Aïr et du Ténéré,"This is the largest protected area in Africa, covering some 7.7 million ha, though the area considered a protected sanctuary constitutes only one-sixth of the total area. It includes the volcanic rock mass of the A&iuml;r, a small Sahelian pocket, isolated as regards its climate and flora and fauna, and situated in the Saharan desert of T&eacute;n&eacute;r&eacute;. The reserves boast an outstanding variety of landscapes, plant species and wild animals.","<p>C'est la plus grande aire prot&eacute;g&eacute;e d'Afrique, avec 7,7 millions d'hectares. La zone consid&eacute;r&eacute;e comme sanctuaire prot&eacute;g&eacute; n'en repr&eacute;sente que le sixi&egrave;me. Elle comprend le massif &eacute;ruptif de l'A&iuml;r, &icirc;lot sah&eacute;lien isol&eacute; dans le d&eacute;sert saharien du T&eacute;n&eacute;r&eacute; par son climat, sa flore et sa faune. Les r&eacute;serves poss&egrave;dent un ensemble exceptionnel de paysages, d'esp&egrave;ces v&eacute;g&eacute;tales et d'animaux sauvages.</p>",,,1991,,1992,2016,9,18,7736000,Natural,N,"Niger,Niger",Africa,Afrique,ne,Niger,,ner
502,433,,,37,Bahla Fort,Fort de Bahla,"The oasis of Bahla owes its prosperity to the Banu Nebhan, the dominant tribe in the area from the 12th to the end of the 15th century. The ruins of the immense fort, with its walls and towers of unbaked brick and its stone foundations, is a remarkable example of this type of fortification and attests to the power of the Banu Nebhan.","<p>L'oasis de Bahla doit sa prosp&eacute;rit&eacute; aux Banu Nabhan, qui s'impos&egrave;rent aux autres communaut&eacute;s entre le XII<sup>e</sup> si&egrave;cle et la fin du XV<sup>e</sup>. Leur puissance est attest&eacute;e par les ruines de l'immense fort aux murailles et aux tours de brique crue et au soubassement de pierre, exemple remarquable de ce type de fortification.</p>",,,1987,,1988,2004,57.30111,22.96417,0,Cultural,C,Oman,Arab States,États arabes,om,Oman,,omn
189,171,,,38,Fort and Shalamar Gardens in Lahore,Fort et jardins de Shalimar à Lahore,"These are two masterpieces from the time of the brilliant Mughal civilization, which reached its height during the reign of the Emperor Shah Jahan. The fort contains marble palaces and mosques decorated with mosaics and gilt. The elegance of these splendid gardens, built near the city of Lahore on three terraces with lodges, waterfalls and large ornamental ponds, is unequalled.","<p>Il s'agit de deux chefs-d'&oelig;uvre de la brillante civilisation moghole &agrave; son apog&eacute;e, au temps de l'empereur Shah Jahan. Le fort de Lahore renferme des palais et mosqu&eacute;es de marbre, orn&eacute;s de mosa&iuml;ques et de dorures. &Agrave; proximit&eacute; de la ville, les merveilleux jardins de Shalimar &eacute;tag&eacute;s sur trois terrasses, avec des pavillons, des cascades et de vastes pi&egrave;ces d'eau, sont d'un raffinement sans &eacute;gal.</p>",,,1981,,2000,2012,74.30972222,31.59027778,0,Cultural,C,Pakistan,Asia and the Pacific,Asie et pacifique,pk,Pakistan,,pak
2012,1492,,,39,"Palestine: Land of Olives and Vines – Cultural Landscape of Southern Jerusalem, Battir","Palestine : terre des oliviers et des vignes – Paysage culturel du sud de Jérusalem, Battir","This site is located a few kilometres south-west of Jerusalem, in the Central Highlands between Nablus and Hebron. The Battir hill landscape comprises a series of farmed valleys, known as <em>widian</em>, with characteristic stone terraces, some of which are irrigated for market garden production, while others are dry and planted with grapevines and olive trees. The development of terrace farming in such a mountainous region is supported by a network of irrigation channels fed by underground sources. A traditional system of distribution is then used to share the water collected through this network between families from the nearby village of Battir.","<p>Ce site est situé à quelques kilomètres au sud-ouest de Jérusalem, dans les hautes terres entre Naplouse et Hébron. Le paysage de collines de Battir comprend une série de vallées agricoles, <em>widian</em>, caractérisées par des terrasses de pierre, certaines irriguées pour la production maraîchère, d’autres sèches et plantées de vignes et d’oliviers. Le développement de ces terrasses cultivées, dans un environnement très montagneux, s’est appuyé sur un réseau de canaux d’irrigation alimenté par des sources souterraines. L’eau collectée grâce à ce réseau est attribuée selon un système traditionnel de répartition équitable entre les familles du village de Battir, situé à proximité de ce paysage culturel.</p>",,,2014,,2014,2016,35.13055556,31.71972222,348.83,Cultural,C,Palestine,Arab States,États arabes,ps,Palestine,,pal
148,135,,,40,Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo,"Fortifications de la côte caraïbe du Panama : Portobelo, San Lorenzo","Magnificent examples of 17th- and 18th-century military architecture, these Panamanian forts on the Caribbean coast form part of the defence system built by the Spanish Crown to protect transatlantic trade.","<p>Magnifiques exemples de l'architecture militaire des XVII<sup>e</sup> et XVIII<sup>e</sup> si&egrave;cles, ces forts de la c&ocirc;te cara&iuml;be du Panam&aacute; faisaient partie du syst&egrave;me d&eacute;fensif mis en place par la Couronne d'Espagne pour prot&eacute;ger le grand commerce transatlantique.</p>",,,1980,,2012,2016,-79.65583333,9.553888889,0,Cultural,C,Panama,Latin America and the Caribbean,Amérique latine et Caraïbes,pa,Panama,,pan
419,366,,,41,Chan Chan Archaeological Zone,Zone archéologique de Chan Chan,"The Chimu Kingdom, with Chan Chan as its capital, reached its apogee in the 15th century, not long before falling to the Incas. The planning of this huge city, the largest in pre-Columbian America, reflects a strict political and social strategy, marked by the city's division into nine 'citadels' or 'palaces' forming autonomous units.","<p>Le royaume chimu, dont Chan Chan fut la capitale, connut son apog&eacute;e au XV<sup>e</sup> si&egrave;cle, peu avant de succomber &agrave; la puissance inca. L'am&eacute;nagement de cette ville, la plus importante de l'Am&eacute;rique pr&eacute;colombienne, refl&egrave;te une strat&eacute;gie politique et sociale rigoureuse, marqu&eacute;e par sa division en neuf &laquo; citadelles &raquo; ou &laquo; palais &raquo; formant des unit&eacute;s ind&eacute;pendantes.</p>",,,1986,,1986,2016,-79.08333,-8.1,1414.57,Cultural,C,"Pérou,Pérou",Latin America and the Caribbean,Amérique latine et Caraïbes,pe,Peru,,per
853,722,,,42,Rice Terraces of the Philippine Cordilleras,Rizières en terrasses des cordillères des Philippines,"For 2,000 years, the high rice fields of the Ifugao have followed the contours of the mountains. The fruit of knowledge handed down from one generation to the next, and the expression of sacred traditions and a delicate social balance, they have helped to create a landscape of great beauty that expresses the harmony between humankind and the environment.","<p>Depuis 2 000 ans, les rizi&egrave;res d'altitude des Ifugao &eacute;pousent les courbes des montagnes. Fruit d'un savoir-faire transmis de g&eacute;n&eacute;ration en g&eacute;n&eacute;ration, des traditions sacr&eacute;es et d'un &eacute;quilibre social d&eacute;licat, elles cr&eacute;ent un paysage d'une grande beaut&eacute; o&ugrave; se lit l'harmonie conquise et pr&eacute;serv&eacute;e entre l'homme et l'environnement.</p>",,,1995,,2001,2012,121.13667,16.93389,0,Cultural,C,"Philippines,Philippines",Asia and the Pacific,Asie et pacifique,ph,Philippines,,phl
28,25,,,43,Djoudj National Bird Sanctuary,Parc national des oiseaux du Djoudj,"Situated in the Senegal River delta, the Djoudj Sanctuary is a wetland of 16,000 ha, comprising a large lake surrounded by streams, ponds and backwaters. It forms a living but fragile sanctuary for some 1.5 million birds, such as the white pelican, the purple heron, the African spoonbill, the great egret and the cormorant.","<p>Dans le delta du fleuve S&eacute;n&eacute;gal, le parc est une zone humide de 16 000 ha comprenant un grand lac entour&eacute; de ruisseaux, d&rsquo;&eacute;tangs et de bras morts, qui constituent un sanctuaire vital, mais fragile, pour un million et demi d&rsquo;oiseaux tels que le p&eacute;lican blanc, le h&eacute;ron pourpre, la spatule africaine, la grande aigrette et le cormoran.</p>",,,1981,,1984,1988,-16.16667,16.5,16000,Natural,N,Sénégal,Africa,Afrique,sn,Senegal,,sen
28,25,,,43,Djoudj National Bird Sanctuary,Parc national des oiseaux du Djoudj,"Situated in the Senegal River delta, the Djoudj Sanctuary is a wetland of 16,000 ha, comprising a large lake surrounded by streams, ponds and backwaters. It forms a living but fragile sanctuary for some 1.5 million birds, such as the white pelican, the purple heron, the African spoonbill, the great egret and the cormorant.","<p>Dans le delta du fleuve S&eacute;n&eacute;gal, le parc est une zone humide de 16 000 ha comprenant un grand lac entour&eacute; de ruisseaux, d&rsquo;&eacute;tangs et de bras morts, qui constituent un sanctuaire vital, mais fragile, pour un million et demi d&rsquo;oiseaux tels que le p&eacute;lican blanc, le h&eacute;ron pourpre, la spatule africaine, la grande aigrette et le cormoran.</p>",,,1981,,2000,2006,-16.16667,16.5,16000,Natural,N,Sénégal,Africa,Afrique,sn,Senegal,,sen
171,153,,,44,Niokolo-Koba National Park,Parc national du Niokolo-Koba,"Located in a well-watered area along the banks of the Gambia river, the gallery forests and savannahs of Niokolo-Koba National Park have a very rich fauna, among them Derby elands (largest of the antelopes), chimpanzees, lions, leopards and a large population of elephants, as well as many birds, reptiles and amphibians.","<p>Situ&eacute;es dans une zone bien irrigu&eacute;e, le long des rives de la Gambie, les for&ecirc;ts-galeries et les savanes du Niokolo-Koba abritent une faune d'une grande richesse : l'&eacute;lan de Derby (la plus grande des antilopes), des chimpanz&eacute;s, des lions, des l&eacute;opards, une importante population d'&eacute;l&eacute;phants et de tr&egrave;s nombreux oiseaux, reptiles et amphibiens.</p>",,,1981,,2007,2016,-12.71667,13.06667,913000,Natural,N,Sénégal,Africa,Afrique,sn,Senegal,,sen
